"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units","2009_10","2009-10",7.3175445015,,
"NZL","New Zealand","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units","2009_10","2009-10",2.5285394716,,
"NZL","New Zealand","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units","2009_10","2009-10",4.7492222751,,
"NZL","New Zealand","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units","2009_10","2009-10",1.1382683417,,
"NZL","New Zealand","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units","2009_10","2009-10",1.792099094,,
"NZL","New Zealand","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units","2009_10","2009-10",2.8868598845,,
"NZL","New Zealand","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units","2009_10","2009-10",3.937550993,,
"NZL","New Zealand","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units","2009_10","2009-10",4.2676368102,,
"NZL","New Zealand","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units","2009_10","2009-10",4.2768901751,,
"NZL","New Zealand","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units","2009_10","2009-10",3.625463807,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units","2015","2015",3.3199872874,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units","2015","2015",2.8016537627,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units","2015","2015",-0.5444008609,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units","2015","2015",1.4613770997,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units","2015","2015",-3.9454956939,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units","2015","2015",-6.7887335283,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units","2015","2015",10.651232012,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units","2015","2015",1.2144448952,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units","2015","2015",2.1950959528,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units","2015","2015",3.9632639013,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units","2015","2015",16.4845737595,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units","2015","2015",15.8212038784,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units","2015","2015",2.7676776429,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units","2015","2015",2.388701788,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units","2015","2015",2.0808857101,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units","2015","2015",2.0716216884,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units","2015","2015",4.09918589,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units","2015","2015",3.0587141099,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units","2015","2015",1.9758482431,,
"EST","Estonia","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units","2015","2015",1.9850017768,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units","2019","2019",13.8371713635,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units","2019","2019",1.8669073861,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units","2019","2019",3.7772929164,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units","2019","2019",3.2135752326,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units","2019","2019",-4.308233142,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units","2019","2019",-6.1151317653,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units","2019","2019",-2.5902627804,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units","2019","2019",2.7433275047,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units","2019","2019",-7.1459514099,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units","2019","2019",2.4100701837,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units","2019","2019",7.826259639,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units","2019","2019",5.9387508415,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units","2019","2019",2.9337834814,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units","2019","2019",4.6890206403,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units","2019","2019",3.8001409862,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units","2019","2019",3.0904374099,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units","2019","2019",3.5221282111,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units","2019","2019",2.1326468082,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units","2019","2019",1.8805036485,,
"IRL","Ireland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units","2019","2019",1.5038671366,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units","2015","2015",2.7169614248,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units","2015","2015",-0.2952791671,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units","2015","2015",-3.9311706382,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units","2015","2015",-0.891373878,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units","2015","2015",3.4114100355,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units","2015","2015",-5.4075803853,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units","2015","2015",3.0814726336,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units","2015","2015",-5.4233912371,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units","2015","2015",4.0240145284,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units","2015","2015",7.5877026519,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units","2015","2015",1.3114410025,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units","2015","2015",8.9962023983,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units","2015","2015",2.8830514642,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units","2015","2015",10.5301450324,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units","2015","2015",1.3696160743,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units","2015","2015",4.287101009,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units","2015","2015",4.9612330361,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units","2015","2015",2.7274545831,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units","2015","2015",2.1894552036,,
"GRC","Greece","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units","2015","2015",2.2000695171,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units","2018","2018",2.126088768,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units","2018","2018",2.5234775032,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units","2018","2018",3.1467985599,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units","2018","2018",-0.0461903889,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units","2018","2018",5.6263004819,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units","2018","2018",35.5484314322,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units","2018","2018",-18.1786237337,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units","2018","2018",0.7914714476,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units","2018","2018",5.2549980804,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units","2018","2018",-7.3548167115,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units","2018","2018",2.4988084954,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units","2018","2018",6.820978311,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units","2018","2018",7.2336759133,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units","2018","2018",10.1432726801,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units","2018","2018",3.7776759122,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units","2018","2018",7.6064543395,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units","2018","2018",2.9821492153,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units","2018","2018",7.7961952736,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units","2018","2018",1.5507278033,,
"GBR","United Kingdom","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units","2018","2018",0.7675334185,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units","2015","2015",-0.9274953637,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units","2015","2015",1.4911585522,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units","2015","2015",1.6176647888,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units","2015","2015",2.415244546,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units","2015","2015",3.379638725,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units","2015","2015",1.8448289645,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units","2015","2015",-2.5780249854,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units","2015","2015",-0.5101893359,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units","2015","2015",4.7580605632,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units","2015","2015",4.2994041369,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units","2015","2015",5.3602384334,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units","2015","2015",5.6433083393,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units","2015","2015",4.5297050287,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units","2015","2015",10.1884595233,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units","2015","2015",4.2785932744,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units","2015","2015",3.295551103,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units","2015","2015",1.3027965938,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units","2015","2015",4.5679242229,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units","2015","2015",4.1407839295,,
"FIN","Finland","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units","2015","2015",4.125976481,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units","2021","2021",5.2150559913,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units","2021","2021",1.3866295766,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units","2021","2021",0.2687700914,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units","2021","2021",2.3587592439,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units","2021","2021",4.4781060692,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units","2021","2021",4.210490294,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units","2021","2021",-6.1742030108,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units","2021","2021",6.4963734949,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units","2021","2021",4.4050159561,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units","2021","2021",1.702537041,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units","2021","2021",3.4800429118,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units","2021","2021",8.7176831882,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units","2021","2021",2.6359212359,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units","2021","2021",14.3866303379,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units","2021","2021",1.3235073874,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units","2021","2021",6.5287009485,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units","2021","2021",-0.270894264,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units","2021","2021",11.6566185828,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units","2021","2021",-0.7768156004,,
"SWE","Sweden","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units","2021","2021",4.5782327022,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units","2015","2015",0.8905597799,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units","2015","2015",1.549700635,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units","2015","2015",2.878386444,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units","2015","2015",1.9138977103,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units","2015","2015",1.0908870301,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units","2015","2015",6.5136876047,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units","2015","2015",-0.0111201848,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units","2015","2015",0.2707621968,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units","2015","2015",1.4955199959,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units","2015","2015",2.0263445562,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units","2015","2015",3.8895947205,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units","2015","2015",0.5028016642,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units","2015","2015",0.1603782788,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units","2015","2015",10.8410466548,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units","2015","2015",4.8389384495,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units","2015","2015",2.621190133,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units","2015","2015",5.0585342909,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units","2015","2015",1.4014489113,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units","2015","2015",0.7652816705,,
"AUT","Austria","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units","2015","2015",0.2608192786,,
"NOR","Norway","PGDP_ANNPCT","Gross domestic product, market prices, deflator, growth","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units","2019","2019",-6.06643766,,
